dataset,image_id,path,reason,detail,source_split
eyeq,197_right,data/raw/eyeq/images/197_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/197_right.jpeg,train
eyeq,1971_left,data/raw/eyeq/images/1971_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1971_left.jpeg,train
eyeq,1971_right,data/raw/eyeq/images/1971_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1971_right.jpeg,train
eyeq,19717_left,data/raw/eyeq/images/19717_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19717_left.jpeg,train
eyeq,19717_right,data/raw/eyeq/images/19717_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19717_right.jpeg,train
eyeq,1972_left,data/raw/eyeq/images/1972_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1972_left.jpeg,train
eyeq,19721_right,data/raw/eyeq/images/19721_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19721_right.jpeg,train
eyeq,19727_left,data/raw/eyeq/images/19727_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19727_left.jpeg,train
eyeq,19727_right,data/raw/eyeq/images/19727_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19727_right.jpeg,train
eyeq,19736_right,data/raw/eyeq/images/19736_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19736_right.jpeg,train
eyeq,19745_left,data/raw/eyeq/images/19745_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19745_left.jpeg,train
eyeq,19745_right,data/raw/eyeq/images/19745_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19745_right.jpeg,train
eyeq,19749_left,data/raw/eyeq/images/19749_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19749_left.jpeg,train
eyeq,19749_right,data/raw/eyeq/images/19749_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19749_right.jpeg,train
eyeq,19755_left,data/raw/eyeq/images/19755_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19755_left.jpeg,train
eyeq,19755_right,data/raw/eyeq/images/19755_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19755_right.jpeg,train
eyeq,19762_left,data/raw/eyeq/images/19762_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19762_left.jpeg,train
eyeq,19766_right,data/raw/eyeq/images/19766_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19766_right.jpeg,train
eyeq,1977_left,data/raw/eyeq/images/1977_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1977_left.jpeg,train
eyeq,1977_right,data/raw/eyeq/images/1977_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1977_right.jpeg,train
eyeq,19771_left,data/raw/eyeq/images/19771_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19771_left.jpeg,train
eyeq,19771_right,data/raw/eyeq/images/19771_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19771_right.jpeg,train
eyeq,19773_left,data/raw/eyeq/images/19773_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19773_left.jpeg,train
eyeq,19778_left,data/raw/eyeq/images/19778_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19778_left.jpeg,train
eyeq,19778_right,data/raw/eyeq/images/19778_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19778_right.jpeg,train
eyeq,19782_right,data/raw/eyeq/images/19782_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19782_right.jpeg,train
eyeq,19784_left,data/raw/eyeq/images/19784_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19784_left.jpeg,train
eyeq,19784_right,data/raw/eyeq/images/19784_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19784_right.jpeg,train
eyeq,19788_left,data/raw/eyeq/images/19788_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19788_left.jpeg,train
eyeq,19793_left,data/raw/eyeq/images/19793_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19793_left.jpeg,train
eyeq,19793_right,data/raw/eyeq/images/19793_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19793_right.jpeg,train
eyeq,19800_left,data/raw/eyeq/images/19800_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19800_left.jpeg,train
eyeq,19800_right,data/raw/eyeq/images/19800_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19800_right.jpeg,train
eyeq,19803_right,data/raw/eyeq/images/19803_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19803_right.jpeg,train
eyeq,1981_left,data/raw/eyeq/images/1981_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1981_left.jpeg,train
eyeq,19810_right,data/raw/eyeq/images/19810_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19810_right.jpeg,train
eyeq,19811_left,data/raw/eyeq/images/19811_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19811_left.jpeg,train
eyeq,19811_right,data/raw/eyeq/images/19811_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19811_right.jpeg,train
eyeq,19812_left,data/raw/eyeq/images/19812_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19812_left.jpeg,train
eyeq,19812_right,data/raw/eyeq/images/19812_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19812_right.jpeg,train
eyeq,19813_left,data/raw/eyeq/images/19813_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19813_left.jpeg,train
eyeq,1982_left,data/raw/eyeq/images/1982_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1982_left.jpeg,train
eyeq,1982_right,data/raw/eyeq/images/1982_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1982_right.jpeg,train
eyeq,19830_left,data/raw/eyeq/images/19830_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19830_left.jpeg,train
eyeq,19830_right,data/raw/eyeq/images/19830_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19830_right.jpeg,train
eyeq,19840_left,data/raw/eyeq/images/19840_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19840_left.jpeg,train
eyeq,19840_right,data/raw/eyeq/images/19840_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19840_right.jpeg,train
eyeq,19843_left,data/raw/eyeq/images/19843_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19843_left.jpeg,train
eyeq,19843_right,data/raw/eyeq/images/19843_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19843_right.jpeg,train
eyeq,1985_right,data/raw/eyeq/images/1985_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1985_right.jpeg,train
eyeq,19858_left,data/raw/eyeq/images/19858_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19858_left.jpeg,train
eyeq,19858_right,data/raw/eyeq/images/19858_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19858_right.jpeg,train
eyeq,19859_left,data/raw/eyeq/images/19859_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19859_left.jpeg,train
eyeq,19859_right,data/raw/eyeq/images/19859_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19859_right.jpeg,train
eyeq,1986_left,data/raw/eyeq/images/1986_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/1986_left.jpeg,train
eyeq,19874_left,data/raw/eyeq/images/19874_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19874_left.jpeg,train
eyeq,19874_right,data/raw/eyeq/images/19874_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19874_right.jpeg,train
eyeq,19876_left,data/raw/eyeq/images/19876_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19876_left.jpeg,train
eyeq,19877_left,data/raw/eyeq/images/19877_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19877_left.jpeg,train
eyeq,19878_left,data/raw/eyeq/images/19878_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19878_left.jpeg,train
eyeq,19878_right,data/raw/eyeq/images/19878_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19878_right.jpeg,train
eyeq,19888_left,data/raw/eyeq/images/19888_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19888_left.jpeg,train
eyeq,19892_right,data/raw/eyeq/images/19892_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19892_right.jpeg,train
eyeq,19896_left,data/raw/eyeq/images/19896_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19896_left.jpeg,train
eyeq,19896_right,data/raw/eyeq/images/19896_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19896_right.jpeg,train
eyeq,19897_right,data/raw/eyeq/images/19897_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19897_right.jpeg,train
eyeq,199_right,data/raw/eyeq/images/199_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/199_right.jpeg,train
eyeq,19925_left,data/raw/eyeq/images/19925_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19925_left.jpeg,train
eyeq,19925_right,data/raw/eyeq/images/19925_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19925_right.jpeg,train
eyeq,19928_left,data/raw/eyeq/images/19928_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19928_left.jpeg,train
eyeq,19928_right,data/raw/eyeq/images/19928_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19928_right.jpeg,train
eyeq,19934_left,data/raw/eyeq/images/19934_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19934_left.jpeg,train
eyeq,19935_left,data/raw/eyeq/images/19935_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19935_left.jpeg,train
eyeq,19936_left,data/raw/eyeq/images/19936_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19936_left.jpeg,train
eyeq,19936_right,data/raw/eyeq/images/19936_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19936_right.jpeg,train
eyeq,19937_left,data/raw/eyeq/images/19937_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19937_left.jpeg,train
eyeq,19937_right,data/raw/eyeq/images/19937_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19937_right.jpeg,train
eyeq,19939_right,data/raw/eyeq/images/19939_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19939_right.jpeg,train
eyeq,19940_left,data/raw/eyeq/images/19940_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19940_left.jpeg,train
eyeq,19940_right,data/raw/eyeq/images/19940_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19940_right.jpeg,train
eyeq,19945_right,data/raw/eyeq/images/19945_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19945_right.jpeg,train
eyeq,19960_right,data/raw/eyeq/images/19960_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19960_right.jpeg,train
eyeq,19966_left,data/raw/eyeq/images/19966_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19966_left.jpeg,train
eyeq,19966_right,data/raw/eyeq/images/19966_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19966_right.jpeg,train
eyeq,19967_right,data/raw/eyeq/images/19967_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19967_right.jpeg,train
eyeq,19968_left,data/raw/eyeq/images/19968_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19968_left.jpeg,train
eyeq,19968_right,data/raw/eyeq/images/19968_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19968_right.jpeg,train
eyeq,19976_left,data/raw/eyeq/images/19976_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/19976_left.jpeg,train
eyeq,20_left,data/raw/eyeq/images/20_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20_left.jpeg,train
eyeq,20_right,data/raw/eyeq/images/20_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20_right.jpeg,train
eyeq,2000_left,data/raw/eyeq/images/2000_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2000_left.jpeg,train
eyeq,2000_right,data/raw/eyeq/images/2000_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2000_right.jpeg,train
eyeq,20004_left,data/raw/eyeq/images/20004_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20004_left.jpeg,train
eyeq,2001_left,data/raw/eyeq/images/2001_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2001_left.jpeg,train
eyeq,2001_right,data/raw/eyeq/images/2001_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2001_right.jpeg,train
eyeq,20020_left,data/raw/eyeq/images/20020_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20020_left.jpeg,train
eyeq,20020_right,data/raw/eyeq/images/20020_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20020_right.jpeg,train
eyeq,20022_left,data/raw/eyeq/images/20022_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20022_left.jpeg,train
eyeq,20022_right,data/raw/eyeq/images/20022_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20022_right.jpeg,train
eyeq,20023_left,data/raw/eyeq/images/20023_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20023_left.jpeg,train
eyeq,20023_right,data/raw/eyeq/images/20023_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20023_right.jpeg,train
eyeq,20024_left,data/raw/eyeq/images/20024_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20024_left.jpeg,train
eyeq,20024_right,data/raw/eyeq/images/20024_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20024_right.jpeg,train
eyeq,20026_right,data/raw/eyeq/images/20026_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20026_right.jpeg,train
eyeq,20034_right,data/raw/eyeq/images/20034_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20034_right.jpeg,train
eyeq,20037_left,data/raw/eyeq/images/20037_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20037_left.jpeg,train
eyeq,20037_right,data/raw/eyeq/images/20037_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20037_right.jpeg,train
eyeq,20039_left,data/raw/eyeq/images/20039_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20039_left.jpeg,train
eyeq,20047_left,data/raw/eyeq/images/20047_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20047_left.jpeg,train
eyeq,20047_right,data/raw/eyeq/images/20047_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20047_right.jpeg,train
eyeq,20054_left,data/raw/eyeq/images/20054_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20054_left.jpeg,train
eyeq,20057_right,data/raw/eyeq/images/20057_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20057_right.jpeg,train
eyeq,20062_left,data/raw/eyeq/images/20062_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20062_left.jpeg,train
eyeq,20066_left,data/raw/eyeq/images/20066_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20066_left.jpeg,train
eyeq,20066_right,data/raw/eyeq/images/20066_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20066_right.jpeg,train
eyeq,2007_left,data/raw/eyeq/images/2007_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2007_left.jpeg,train
eyeq,2007_right,data/raw/eyeq/images/2007_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2007_right.jpeg,train
eyeq,20070_left,data/raw/eyeq/images/20070_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20070_left.jpeg,train
eyeq,20071_left,data/raw/eyeq/images/20071_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20071_left.jpeg,train
eyeq,20071_right,data/raw/eyeq/images/20071_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20071_right.jpeg,train
eyeq,20078_right,data/raw/eyeq/images/20078_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20078_right.jpeg,train
eyeq,20082_right,data/raw/eyeq/images/20082_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20082_right.jpeg,train
eyeq,20088_left,data/raw/eyeq/images/20088_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20088_left.jpeg,train
eyeq,20088_right,data/raw/eyeq/images/20088_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20088_right.jpeg,train
eyeq,20090_right,data/raw/eyeq/images/20090_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20090_right.jpeg,train
eyeq,20092_left,data/raw/eyeq/images/20092_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20092_left.jpeg,train
eyeq,20092_right,data/raw/eyeq/images/20092_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20092_right.jpeg,train
eyeq,20098_left,data/raw/eyeq/images/20098_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20098_left.jpeg,train
eyeq,20098_right,data/raw/eyeq/images/20098_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20098_right.jpeg,train
eyeq,20100_right,data/raw/eyeq/images/20100_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20100_right.jpeg,train
eyeq,20101_left,data/raw/eyeq/images/20101_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20101_left.jpeg,train
eyeq,20101_right,data/raw/eyeq/images/20101_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20101_right.jpeg,train
eyeq,20102_left,data/raw/eyeq/images/20102_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20102_left.jpeg,train
eyeq,20102_right,data/raw/eyeq/images/20102_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20102_right.jpeg,train
eyeq,20104_left,data/raw/eyeq/images/20104_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20104_left.jpeg,train
eyeq,20104_right,data/raw/eyeq/images/20104_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20104_right.jpeg,train
eyeq,20109_left,data/raw/eyeq/images/20109_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20109_left.jpeg,train
eyeq,20111_left,data/raw/eyeq/images/20111_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20111_left.jpeg,train
eyeq,20114_right,data/raw/eyeq/images/20114_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20114_right.jpeg,train
eyeq,20118_left,data/raw/eyeq/images/20118_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20118_left.jpeg,train
eyeq,20125_left,data/raw/eyeq/images/20125_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20125_left.jpeg,train
eyeq,20128_right,data/raw/eyeq/images/20128_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20128_right.jpeg,train
eyeq,20137_right,data/raw/eyeq/images/20137_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20137_right.jpeg,train
eyeq,20145_left,data/raw/eyeq/images/20145_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20145_left.jpeg,train
eyeq,20146_left,data/raw/eyeq/images/20146_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20146_left.jpeg,train
eyeq,20147_left,data/raw/eyeq/images/20147_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20147_left.jpeg,train
eyeq,2015_left,data/raw/eyeq/images/2015_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2015_left.jpeg,train
eyeq,2015_right,data/raw/eyeq/images/2015_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2015_right.jpeg,train
eyeq,2016_right,data/raw/eyeq/images/2016_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2016_right.jpeg,train
eyeq,20162_left,data/raw/eyeq/images/20162_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20162_left.jpeg,train
eyeq,20162_right,data/raw/eyeq/images/20162_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20162_right.jpeg,train
eyeq,20163_right,data/raw/eyeq/images/20163_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20163_right.jpeg,train
eyeq,20165_left,data/raw/eyeq/images/20165_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20165_left.jpeg,train
eyeq,20165_right,data/raw/eyeq/images/20165_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20165_right.jpeg,train
eyeq,20169_left,data/raw/eyeq/images/20169_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20169_left.jpeg,train
eyeq,20169_right,data/raw/eyeq/images/20169_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20169_right.jpeg,train
eyeq,20174_left,data/raw/eyeq/images/20174_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20174_left.jpeg,train
eyeq,20174_right,data/raw/eyeq/images/20174_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20174_right.jpeg,train
eyeq,20175_left,data/raw/eyeq/images/20175_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20175_left.jpeg,train
eyeq,20176_left,data/raw/eyeq/images/20176_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20176_left.jpeg,train
eyeq,20176_right,data/raw/eyeq/images/20176_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20176_right.jpeg,train
eyeq,20179_right,data/raw/eyeq/images/20179_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20179_right.jpeg,train
eyeq,20180_left,data/raw/eyeq/images/20180_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20180_left.jpeg,train
eyeq,20180_right,data/raw/eyeq/images/20180_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20180_right.jpeg,train
eyeq,20189_left,data/raw/eyeq/images/20189_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20189_left.jpeg,train
eyeq,20189_right,data/raw/eyeq/images/20189_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20189_right.jpeg,train
eyeq,20195_left,data/raw/eyeq/images/20195_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20195_left.jpeg,train
eyeq,20196_right,data/raw/eyeq/images/20196_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20196_right.jpeg,train
eyeq,20197_left,data/raw/eyeq/images/20197_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20197_left.jpeg,train
eyeq,20197_right,data/raw/eyeq/images/20197_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20197_right.jpeg,train
eyeq,20200_left,data/raw/eyeq/images/20200_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20200_left.jpeg,train
eyeq,20205_left,data/raw/eyeq/images/20205_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20205_left.jpeg,train
eyeq,20205_right,data/raw/eyeq/images/20205_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20205_right.jpeg,train
eyeq,20212_right,data/raw/eyeq/images/20212_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20212_right.jpeg,train
eyeq,20231_right,data/raw/eyeq/images/20231_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20231_right.jpeg,train
eyeq,20232_left,data/raw/eyeq/images/20232_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20232_left.jpeg,train
eyeq,20232_right,data/raw/eyeq/images/20232_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20232_right.jpeg,train
eyeq,20243_right,data/raw/eyeq/images/20243_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20243_right.jpeg,train
eyeq,20244_left,data/raw/eyeq/images/20244_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20244_left.jpeg,train
eyeq,20244_right,data/raw/eyeq/images/20244_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20244_right.jpeg,train
eyeq,20248_left,data/raw/eyeq/images/20248_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20248_left.jpeg,train
eyeq,20251_right,data/raw/eyeq/images/20251_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20251_right.jpeg,train
eyeq,20252_right,data/raw/eyeq/images/20252_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20252_right.jpeg,train
eyeq,20271_left,data/raw/eyeq/images/20271_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20271_left.jpeg,train
eyeq,20271_right,data/raw/eyeq/images/20271_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20271_right.jpeg,train
eyeq,20273_left,data/raw/eyeq/images/20273_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20273_left.jpeg,train
eyeq,20273_right,data/raw/eyeq/images/20273_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20273_right.jpeg,train
eyeq,20275_right,data/raw/eyeq/images/20275_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20275_right.jpeg,train
eyeq,20286_left,data/raw/eyeq/images/20286_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20286_left.jpeg,train
eyeq,20286_right,data/raw/eyeq/images/20286_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20286_right.jpeg,train
eyeq,20288_left,data/raw/eyeq/images/20288_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20288_left.jpeg,train
eyeq,20288_right,data/raw/eyeq/images/20288_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20288_right.jpeg,train
eyeq,20289_left,data/raw/eyeq/images/20289_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20289_left.jpeg,train
eyeq,20293_right,data/raw/eyeq/images/20293_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20293_right.jpeg,train
eyeq,20295_left,data/raw/eyeq/images/20295_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20295_left.jpeg,train
eyeq,20295_right,data/raw/eyeq/images/20295_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20295_right.jpeg,train
eyeq,20299_right,data/raw/eyeq/images/20299_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20299_right.jpeg,train
eyeq,203_left,data/raw/eyeq/images/203_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/203_left.jpeg,train
eyeq,2030_left,data/raw/eyeq/images/2030_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2030_left.jpeg,train
eyeq,2030_right,data/raw/eyeq/images/2030_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/2030_right.jpeg,train
eyeq,20300_left,data/raw/eyeq/images/20300_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20300_left.jpeg,train
eyeq,20300_right,data/raw/eyeq/images/20300_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20300_right.jpeg,train
eyeq,20310_left,data/raw/eyeq/images/20310_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20310_left.jpeg,train
eyeq,20310_right,data/raw/eyeq/images/20310_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20310_right.jpeg,train
eyeq,20316_right,data/raw/eyeq/images/20316_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20316_right.jpeg,train
eyeq,20319_right,data/raw/eyeq/images/20319_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20319_right.jpeg,train
eyeq,20321_left,data/raw/eyeq/images/20321_left.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20321_left.jpeg,train
eyeq,20321_right,data/raw/eyeq/images/20321_right.jpeg,missing_image,File does not exist at data/raw/eyeq/images/20321_right.jpeg,train
